"FIPS","State","County","Median.Household.Income","X..Uninsured","X..Rural","Life.Expectancy","Year","Health_Outcomes_Rank","Health_Factors_Rank","Length_of_Life_Rank","Clinical_Care_Rank","Socioeconomic_Rank","YPLL_Rate","YPLL_Black","YPLL_White","Percent_Poor_Health","Percent_Low_Birthweight"
53067,"Washington","Thurston",77890,13637,52947,80.2,2021,8,6,"9",10,8,5503,6422,5614,15,6
53077,"Washington","Yakima",55674,30215,57206,77.9,2021,34,38,"33",39,38,7717,11373,8308,26,7
54003,"West Virginia","Berkeley",63012,6736,32944,75.7,2021,11,11,"23",14,4,9597,11336,9840,20,8
54011,"West Virginia","Cabell",42125,5038,20765,71.3,2021,49,18,"53",4,25,15438,20492,15372,23,11
54037,"West Virginia","Jefferson",75225,2602,25879,78,2021,2,3,"3",9,1,7325,9687,7274,19,8
54039,"West Virginia","Kanawha",48334,10296,48629,73.3,2021,38,19,"42",6,19,12673,15475,12703,22,11
54055,"West Virginia","Mercer",41794,3617,25361,72.7,2021,46,36,"46",33,39,13072,16361,13128,27,11
54081,"West Virginia","Raleigh",45386,3655,30959,72.4,2021,44,26,"49",13,30,13810,13398,13904,24,10
55009,"Wisconsin","Brown",65494,13121,35947,79.9,2021,31,21,"20",17,24,5698,14294,5287,15,7
55025,"Wisconsin","Dane",77828,19748,60179,81.8,2021,6,2,"5",4,3,4681,10895,4484,12,7
55059,"Wisconsin","Kenosha",66460,8550,17846,78.2,2021,58,56,"48",54,57,6805,13086,6588,16,8
55063,"Wisconsin","La Crosse",59758,3837,19291,79.9,2021,25,4,"29",1,7,5896,18519,5677,14,7
55079,"Wisconsin","Milwaukee",53505,58536,1820,76.9,2021,70,70,"68",58,71,8922,14648,7083,20,10
55087,"Wisconsin","Outagamie",66994,8152,43712,80,2021,13,9,"15",7,9,5347,12224,4986,14,7
55101,"Wisconsin","Racine",61691,9005,23992,78.3,2021,61,58,"53",38,61,7062,14579,6061,16,8
55105,"Wisconsin","Rock",61624,8190,32734,78.2,2021,62,61,"60",62,54,7355,13280,7330,17,8
55133,"Wisconsin","Waukesha",91070,10339,38445,81.6,2021,3,3,"9",2,2,4778,8424,4816,11,6
55139,"Wisconsin","Winnebago",59643,6426,22429,79.8,2021,41,16,"27",6,19,5832,8694,5699,15,7
