"FIPS","State","County","Median.Household.Income","X..Uninsured","X..Rural","Life.Expectancy","Year","Health_Outcomes_Rank","Health_Factors_Rank","Length_of_Life_Rank","Clinical_Care_Rank","Socioeconomic_Rank","YPLL_Rate","YPLL_Black","YPLL_White","Percent_Poor_Health","Percent_Low_Birthweight"
28031,"Mississippi","Covington",42076,2234,19568,72.5,2021,47,41,"53",43,35,11898,13627,11282,26,12
28033,"Mississippi","DeSoto",67450,17174,32942,77,2021,5,5,"7",11,4,8323,7919,8989,18,9
28035,"Mississippi","Forrest",40224,8919,22207,73.5,2021,36,9,"54",9,10,11926,15316,10220,23,12
28041,"Mississippi","Greene",48641,1198,14400,75.9,2021,7,46,"9",72,57,8658,9634,8592,23,7
28043,"Mississippi","Grenada",40561,2170,11425,70.1,2021,67,20,"79",15,28,15644,19224,13219,25,12
28047,"Mississippi","Harrison",49619,24879,42744,74.9,2021,15,17,"19",34,12,9845,11514,9857,22,10
28049,"Mississippi","Hinds",44773,23433,37471,75.2,2021,27,12,"39",7,21,11034,11756,9169,24,15
28059,"Mississippi","Jackson",53414,15929,38074,75.7,2021,8,8,"14",21,11,9522,11301,9753,20,10
28061,"Mississippi","Jasper",40923,1693,17062,75,2021,51,52,"50",45,48,11799,12371,11472,27,13
28067,"Mississippi","Jones",41733,7929,41630,74.6,2021,29,27,"32",31,31,10863,12395,10376,24,11
28071,"Mississippi","Lafayette",54034,5507,21583,78.1,2021,2,2,"3",4,3,6898,10840,5591,19,8
28073,"Mississippi","Lamar",62606,6064,28027,79.9,2021,3,3,"1",2,5,6775,7872,6740,17,10
28075,"Mississippi","Lauderdale",41604,6974,38730,74.9,2021,32,11,"34",6,24,10922,12957,9447,23,13
28077,"Mississippi","Lawrence",43668,1317,12929,72.7,2021,46,39,"62",58,30,12691,13059,12575,24,11
28079,"Mississippi","Leake",41007,3022,19327,76.1,2021,28,64,"16",76,50,9681,9203,8521,30,10
28081,"Mississippi","Lee",50803,9094,37612,74.9,2021,14,6,"17",3,6,9700,11785,8860,22,12
28083,"Mississippi","Leflore",29687,2956,5714,70.7,2021,75,71,"72",14,75,14973,16258,11855,33,15
28085,"Mississippi","Lincoln",45062,3859,24234,73.9,2021,23,16,"33",18,18,10895,13134,10151,23,11
28087,"Mississippi","Lowndes",49251,6303,25465,74.6,2021,16,10,"27",8,15,10574,11842,9736,23,11
28089,"Mississippi","Madison",70824,7720,26639,76.5,2021,1,1,"2",1,1,6804,9225,5557,16,11
28091,"Mississippi","Marion",38402,3027,19794,74.1,2021,54,47,"48",68,38,11627,11368,11730,29,11
28093,"Mississippi","Marshall",43107,3545,30984,73.4,2021,50,45,"64",46,46,12772,12863,13335,26,12
28095,"Mississippi","Monroe",42464,4040,25757,74.9,2021,35,25,"26",26,25,10541,11215,10247,24,14
28097,"Mississippi","Montgomery",38475,993,6537,72.5,2021,66,40,"68",16,61,14248,14578,15070,27,14
28099,"Mississippi","Neshoba",41795,3822,21917,70.9,2021,64,59,"70",70,47,14637,13683,11515,28,9
28101,"Mississippi","Newton",42962,2538,18910,74.3,2021,30,26,"25",55,13,10474,12443,8960,25,12
28105,"Mississippi","Oktibbeha",41631,5624,17364,77.9,2021,10,7,"10",12,9,8973,13190,6023,22,11
28107,"Mississippi","Panola",40655,3923,27398,73.4,2021,52,57,"57",39,55,12059,13089,10823,27,12
28109,"Mississippi","Pearl River",45874,6023,39042,73.7,2021,22,21,"46",28,22,11552,14462,11221,21,10
28111,"Mississippi","Perry",43106,1491,12250,75.9,2021,18,49,"23",63,41,10135,14707,8982,26,8
28113,"Mississippi","Pike",35044,4712,24016,72.1,2021,65,54,"66",35,56,13324,14501,12218,30,13
28115,"Mississippi","Pontotoc",48910,3752,25150,76.3,2021,12,22,"11",38,16,9079,10030,9515,25,10
28117,"Mississippi","Prentiss",43465,2947,19226,74,2021,53,29,"43",23,27,11485,10490,11712,27,12
28119,"Mississippi","Quitman",29318,887,4687,70.8,2021,79,80,"71",81,77,14885,15124,14111,36,17
28121,"Mississippi","Rankin",67284,12041,48018,79.2,2021,4,4,"4",5,2,7309,7492,7531,18,9
28123,"Mississippi","Scott",41532,4266,20398,73.3,2021,62,70,"58",80,59,12349,14881,12255,30,13
28127,"Mississippi","Simpson",47664,3310,23333,75,2021,40,43,"28",53,20,10683,11173,10821,27,12
28129,"Mississippi","Smith",46296,1868,16491,75.9,2021,37,44,"55",59,42,11966,15352,11156,24,11
28131,"Mississippi","Stone",47187,1967,14018,75.1,2021,17,38,"15",51,44,9573,11302,9081,23,12
28133,"Mississippi","Sunflower",32948,2524,13477,70.3,2021,72,75,"74",67,74,15304,16528,12048,32,15
28135,"Mississippi","Tallahatchie",31915,1280,12448,74.2,2021,63,73,"42",69,72,11374,13882,8271,33,15
28137,"Mississippi","Tate",50188,3338,22355,74.9,2021,19,35,"24",44,26,10383,11458,9868,24,10
28139,"Mississippi","Tippah",44696,2669,18640,73.6,2021,34,28,"30",56,14,10770,15050,10270,26,11
28145,"Mississippi","Union",49320,3327,20502,76.2,2021,9,14,"8",20,7,8540,11045,8296,23,10
28147,"Mississippi","Walthall",35465,1832,15443,75.5,2021,31,60,"20",64,60,9892,11580,8755,29,12
28149,"Mississippi","Warren",46606,4474,19945,74.4,2021,45,18,"56",10,32,12001,13715,10540,24,13
28151,"Mississippi","Washington",31018,5194,8961,70.5,2021,71,68,"78",33,68,15516,17076,11617,29,14
28153,"Mississippi","Wayne",39036,2521,16523,75.6,2021,33,58,"22",75,54,10058,11942,9074,27,13
28159,"Mississippi","Winston",37596,2071,14574,74.7,2021,44,37,"37",27,40,11005,13628,8243,27,14
28161,"Mississippi","Yalobusha",40515,1221,10056,72.2,2021,49,50,"63",78,45,12731,10525,14845,25,11
28163,"Mississippi","Yazoo",34817,2494,12519,73.8,2021,55,66,"40",37,70,11149,13323,9770,32,13
29019,"Missouri","Boone",58029,13993,30554,79.8,2021,9,3,"10",1,4,6226,14069,5608,17,8
29021,"Missouri","Buchanan",49216,7543,11928,76.6,2021,60,52,"43",19,46,8366,11227,8372,22,8
29023,"Missouri","Butler",41327,3844,22331,74.1,2021,104,103,"100",58,105,10680,17989,10415,25,11
29031,"Missouri","Cape Girardeau",57618,6221,23083,77.5,2021,36,11,"38",6,20,8199,15791,7495,19,9
29037,"Missouri","Cass",73882,7429,32233,78.5,2021,13,14,"23",35,9,7170,8188,7235,17,7
29047,"Missouri","Clay",70705,16172,21785,79.6,2021,3,7,"9",9,7,6125,8109,6060,16,7
29051,"Missouri","Cole",61847,4935,22094,79.1,2021,16,6,"21",3,3,7103,11322,6607,17,8
29069,"Missouri","Dunklin",38880,3092,16122,72.5,2021,112,115,"107",106,114,11981,15967,11929,29,12
29077,"Missouri","Greene",45313,25711,38518,77.2,2021,46,10,"46",8,18,8453,13561,8489,20,8
29095,"Missouri","Jackson",57907,63756,25867,77.2,2021,63,49,"65",14,67,8944,14275,7469,21,9
29097,"Missouri","Jasper",46021,13182,27815,76.1,2021,59,44,"66",25,48,8975,20995,9060,22,7
29099,"Missouri","Jefferson",68779,18359,66049,76,2021,51,21,"69",40,22,9032,15505,9113,18,8
29133,"Missouri","Mississippi",36802,1171,4695,72.2,2021,114,113,"112",101,113,12941,13138,13122,31,12
29143,"Missouri","New Madrid",42115,1624,10779,72.8,2021,111,110,"109",108,108,12169,15118,12072,29,11
29155,"Missouri","Pemiscot",34280,1479,9014,71.5,2021,115,114,"115",110,115,13952,20167,12218,31,12
29165,"Missouri","Platte",84456,5379,14120,80.2,2021,1,1,"5",4,2,5890,8314,5806,14,6
29169,"Missouri","Pulaski",55620,3445,23017,76.4,2021,25,20,"35",43,27,8041,6593,9088,20,7
29183,"Missouri","St. Charles",89236,18295,21018,80.2,2021,2,2,"6",5,1,5915,7284,5979,14,7
29189,"Missouri","St. Louis",70161,59030,11368,78,2021,23,5,"39",2,14,8211,14841,6153,16,10
29201,"Missouri","Scott",44924,3076,16285,75.7,2021,93,87,"83",34,85,9790,10784,9995,23,10
29510,"Missouri","St. Louis City",46309,28873,1,74,2021,110,102,"113",37,104,13145,19471,8596,24,13
30111,"Montana","Yellowstone",61435,9109,24694,78.2,2021,27,13,"16",3,19,7279,20558,6706,15,8
31055,"Nebraska","Douglas",67264,43240,11224,79.1,2021,58,44,"29",3,61,6494,11781,6108,15,8
31109,"Nebraska","Lancaster",61383,18277,23555,80.2,2021,20,16,"17",4,27,5474,7570,5552,13,7
31153,"Nebraska","Sarpy",84016,8527,8377,81.3,2021,3,1,"4",11,4,4742,6296,4879,10,7
32003,"Nevada","Clark",62131,209083,25485,79,2021,6,11,"5",9,12,7029,11551,7927,22,9
32031,"Nevada","Washoe",71733,38397,17981,78.7,2021,4,2,"4",2,4,6771,10797,7593,18,8
33011,"New Hampshire","Hillsborough",82862,23411,84918,79.6,2021,4,4,"5",6,6,6609,6729,7050,12,7
34001,"New Jersey","Atlantic",62678,18147,34905,77.3,2021,18,19,"18",16,18,8908,13766,9182,19,8
34003,"New Jersey","Bergen",107971,60415,919,83.2,2021,4,4,"1",4,4,3893,5766,4620,14,8
34005,"New Jersey","Burlington",88443,17002,29900,79.6,2021,13,8,"12",6,7,6543,8276,6766,15,8
34007,"New Jersey","Camden",73168,30413,8308,77.2,2021,19,16,"17",13,15,8675,13029,8119,18,9
34009,"New Jersey","Cape May",66565,4719,16977,77.1,2021,16,15,"19",8,17,9076,12919,9109,15,7
34011,"New Jersey","Cumberland",54179,11238,36129,75.3,2021,21,21,"21",20,21,10298,11470,11002,25,10
34013,"New Jersey","Essex",64522,69026,114,79.8,2021,17,18,"15",17,20,7139,10880,4745,21,10
34015,"New Jersey","Gloucester",87996,11212,24060,77.6,2021,15,11,"16",14,10,7829,10823,7974,15,8
34017,"New Jersey","Hudson",77738,69294,0,82.6,2021,9,14,"6",21,14,4971,10043,5861,20,9
34021,"New Jersey","Mercer",79475,24402,12764,80.6,2021,12,10,"10",9,12,6182,10622,5953,17,9
34023,"New Jersey","Middlesex",92770,47932,5461,81.7,2021,5,7,"5",7,9,4910,6390,6590,15,8
34025,"New Jersey","Monmouth",102579,30020,23510,80.6,2021,6,5,"8",5,6,5633,10561,5606,14,7
34027,"New Jersey","Morris",116328,18473,33324,82.6,2021,1,1,"2",1,2,4044,5945,4353,12,6
34029,"New Jersey","Ocean",75627,31103,16711,79.1,2021,10,12,"14",11,11,6778,9430,7012,16,6
34031,"New Jersey","Passaic",76039,50889,12080,80.6,2021,14,17,"9",18,19,6000,12218,6190,22,9
34033,"New Jersey","Salem",68146,3138,29936,75.8,2021,20,20,"20",19,16,10268,17085,9572,19,8
34035,"New Jersey","Somerset",112722,13385,18736,82.6,2021,3,3,"3",2,3,4377,7552,4888,12,7
34037,"New Jersey","Sussex",100281,5853,59482,79.2,2021,7,6,"13",10,5,6557,6849,6976,13,6
34039,"New Jersey","Union",79953,47516,0,81.6,2021,8,13,"7",15,13,5295,8365,5127,19,8
34041,"New Jersey","Warren",83998,5382,40830,79.8,2021,11,9,"11",12,8,6272,6173,6757,15,8
35001,"New Mexico","Bernalillo",56148,53708,27798,78.4,2021,6,4,"7",2,8,8398,10648,7348,19,9
35009,"New Mexico","Curry",45623,3917,6806,76.5,2021,8,13,"9",16,7,8939,16592,7856,22,8
35013,"New Mexico","Dona Ana",43618,19496,40362,80,2021,3,17,"3",18,20,6918,8609,7565,24,8
35025,"New Mexico","Lea",63012,6246,13613,75.6,2021,13,23,"15",31,13,9828,14648,12432,23,9
36001,"New York","Albany",69408,9023,29496,79.9,2021,16,7,"17",5,7,6039,10578,5553,13,8
36005,"New York","Bronx",41470,97537,39,80.9,2021,62,62,"39",62,62,6711,8488,7881,29,10
36007,"New York","Broome",52179,6860,52270,78.6,2021,47,38,"47",16,48,7179,11233,7012,17,8
36013,"New York","Chautauqua",50143,4659,59173,78,2021,53,49,"52",23,50,7432,11360,7222,18,8
36015,"New York","Chemung",58400,2362,21478,76.5,2021,59,41,"62",30,36,8545,12120,8412,18,7
36021,"New York","Columbia",71563,2318,46248,79.9,2021,21,14,"38",35,11,6700,9700,6715,15,6
36027,"New York","Dutchess",84564,10523,75560,80.7,2021,14,11,"15",22,8,5893,7472,6111,15,7
36029,"New York","Erie",60620,29091,86425,78.7,2021,46,26,"40",15,30,6828,11852,6029,17,9
36039,"New York","Greene",54746,1710,36001,78.4,2021,57,52,"61",55,52,8216,9697,8494,17,7
36045,"New York","Jefferson",53829,3729,55847,78,2021,30,51,"43",21,49,6983,6419,7280,17,7
36047,"New York","Kings",66501,158551,37,82.9,2021,13,47,"8",60,56,5068,6901,4002,19,8
36055,"New York","Monroe",62159,22443,48010,79.8,2021,38,22,"33",17,31,6583,11596,5517,16,9
36059,"New York","Nassau",117767,45814,2575,83.1,2021,2,1,"2",1,2,4150,6269,4201,13,8
36061,"New York","New York",93007,74259,0,85.3,2021,6,6,"1",2,23,3939,8812,2554,16,8
36063,"New York","Niagara",56371,6646,48577,78.1,2021,55,44,"48",49,44,7250,13861,6660,18,8
36065,"New York","Oneida",56516,7636,77472,78.2,2021,54,35,"49",26,39,7392,12946,7050,19,8
36067,"New York","Onondaga",61597,15538,58787,79.7,2021,35,15,"29",8,24,6398,11636,5639,15,8
36071,"New York","Orange",83188,15091,83289,80.5,2021,12,20,"14",34,22,5739,7293,6112,17,7
36081,"New York","Queens",72975,178021,0,84.1,2021,8,24,"4",61,28,4307,6301,4881,19,8
36083,"New York","Rensselaer",70688,4847,48645,79.2,2021,34,18,"31",28,10,6459,11813,5928,15,8
36085,"New York","Richmond",86624,18611,0,81,2021,17,16,"11",31,25,5541,7784,5172,17,8
36087,"New York","Rockland",99831,12210,2236,83.2,2021,1,9,"5",10,14,4363,4915,4631,16,6
36091,"New York","Saratoga",89071,6683,65798,81.3,2021,5,4,"7",6,1,4783,4891,4943,13,6
36093,"New York","Schenectady",64960,5310,12620,79.1,2021,40,21,"36",13,26,6690,10168,6516,16,8
36103,"New York","Suffolk",105241,53775,38844,80.9,2021,11,8,"12",19,6,5652,8160,5765,14,8
36105,"New York","Sullivan",58851,3182,57513,78.3,2021,61,56,"60",56,54,7978,6870,9016,20,8
36111,"New York","Ulster",64090,7441,84020,80.2,2021,24,23,"19",43,17,6073,7356,6407,16,7
36119,"New York","Westchester",101741,40536,31069,83.6,2021,4,5,"3",7,9,4221,6580,4055,14,8
37001,"North Carolina","Alamance",57963,16236,43160,77.3,2021,38,46,"34",46,45,8101,10466,8326,21,9
37007,"North Carolina","Anson",40826,2221,21157,74.3,2021,94,89,"94",93,86,11631,13060,10512,26,13
37013,"North Carolina","Beaufort",49410,4106,31330,76.1,2021,77,65,"82",17,75,10240,12665,9912,22,10
37015,"North Carolina","Bertie",37899,1537,17716,76.8,2021,87,87,"73",76,87,9957,10900,7955,27,12
37017,"North Carolina","Bladen",42260,4108,32105,75.7,2021,86,93,"85",99,83,10312,13811,9678,26,10
37019,"North Carolina","Brunswick",63712,11416,46153,78.9,2021,28,28,"42",18,52,8508,8533,8844,17,9
37021,"North Carolina","Buncombe",55448,22962,57386,78.7,2021,18,3,"22",2,6,7414,10468,7526,16,8
37023,"North Carolina","Burke",47890,8671,38776,76.7,2021,57,52,"68",19,61,9675,11226,10099,22,9
37025,"North Carolina","Cabarrus",72071,17365,34273,78.6,2021,13,13,"13",20,4,6824,8327,7132,17,9
37027,"North Carolina","Caldwell",48512,8648,28585,76,2021,61,64,"50",42,48,8982,12903,8962,22,10
37031,"North Carolina","Carteret",60058,6171,21671,77.8,2021,26,18,"41",27,21,8476,11506,8821,17,7
37033,"North Carolina","Caswell",51240,1927,23528,75.8,2021,78,73,"84",88,74,10311,11733,9850,23,10
37035,"North Carolina","Catawba",53688,15166,46763,77,2021,29,24,"31",16,22,8016,12570,7909,19,9
37037,"North Carolina","Chatham",70258,6438,41864,81.1,2021,10,9,"9",11,16,6456,10576,6135,16,9
37041,"North Carolina","Chowan",47126,1095,10003,75.1,2021,84,69,"91",9,77,11330,15651,9332,23,10
37045,"North Carolina","Cleveland",46012,9084,54718,74.6,2021,81,72,"79",74,67,10088,12120,9869,23,10
37047,"North Carolina","Columbus",39531,5832,46824,74.4,2021,92,92,"93",91,88,11408,13463,11117,26,11
37049,"North Carolina","Craven",53372,7932,28680,76.6,2021,45,23,"64",7,32,9633,12500,9709,19,8
37051,"North Carolina","Cumberland",46599,27066,42702,76.4,2021,55,56,"61",40,63,9279,10644,9283,22,10
37057,"North Carolina","Davidson",53924,17094,77179,76.4,2021,49,47,"49",64,40,8898,9648,9096,20,10
37061,"North Carolina","Duplin",44929,8621,50586,79.5,2021,58,85,"36",98,78,8197,11606,8216,29,9
37063,"North Carolina","Durham",65541,29828,15059,80.3,2021,7,8,"7",6,26,6069,8833,4724,17,9
37065,"North Carolina","Edgecombe",40784,4706,25622,73.3,2021,98,97,"97",51,96,12841,14401,10975,28,13
37067,"North Carolina","Forsyth",53054,35938,25762,77.9,2021,32,20,"28",10,41,7836,11104,7122,19,11
37069,"North Carolina","Franklin",57371,6765,51719,77.6,2021,37,45,"37",69,33,8209,10787,7643,21,9
37071,"North Carolina","Gaston",56542,20595,40491,75.6,2021,51,40,"59",34,35,9230,10309,9388,21,10
37073,"North Carolina","Gates",54204,873,12197,74.6,2021,89,57,"96",60,44,12810,16277,11900,19,10
37077,"North Carolina","Granville",54300,5179,32804,78.2,2021,31,48,"25",41,38,7699,8880,7630,21,9
37079,"North Carolina","Greene",44648,2590,21362,77.3,2021,59,83,"27",96,79,7770,10295,8365,27,11
37081,"North Carolina","Guilford",55820,44693,62000,78.1,2021,30,25,"30",15,42,7958,10145,7326,19,10
37083,"North Carolina","Halifax",38727,4578,29919,74.5,2021,95,98,"92",62,97,11371,12100,11349,29,12
37085,"North Carolina","Harnett",55619,14253,64129,76.9,2021,41,58,"39",89,47,8377,10849,8297,21,9
37089,"North Carolina","Henderson",61651,11255,35513,79.5,2021,11,11,"16",12,13,6986,8311,7316,17,8
37091,"North Carolina","Hertford",42374,1845,16932,76.8,2021,79,81,"52",33,84,9028,8112,10632,27,11
37093,"North Carolina","Hoke",48420,6649,20260,76.1,2021,56,74,"56",90,58,9138,11569,7305,24,9
37097,"North Carolina","Iredell",68308,15772,60446,77.9,2021,15,17,"21",24,8,7326,11262,7233,17,8
37101,"North Carolina","Johnston",62835,20754,87879,78.1,2021,17,32,"12",67,19,6711,8626,6637,20,8
37105,"North Carolina","Lee",53114,7239,24746,76.5,2021,66,54,"69",75,53,9721,16529,9039,23,10
37107,"North Carolina","Lenoir",39947,5668,26776,74.6,2021,90,82,"89",86,85,11111,13037,10607,26,11
37109,"North Carolina","Lincoln",70479,7617,42696,77.6,2021,25,26,"26",29,12,7753,12796,7856,19,8
37117,"North Carolina","Martin",39413,1828,19144,75.3,2021,88,76,"81",54,81,10177,12111,9468,24,12
37119,"North Carolina","Mecklenburg",69455,110983,9798,80.6,2021,4,5,"6",22,11,5763,8436,4899,15,9
37123,"North Carolina","Montgomery",46497,2804,21359,76.5,2021,69,68,"51",63,70,9020,13515,9209,24,10
37125,"North Carolina","Moore",63942,7693,44704,79.5,2021,16,10,"23",3,14,7569,11314,7382,17,8
37127,"North Carolina","Nash",50902,8015,45584,75.3,2021,62,63,"74",36,72,9964,10713,10012,21,10
37129,"North Carolina","New Hanover",57252,19603,4489,79.5,2021,14,12,"19",5,15,7115,11732,6602,16,8
37131,"North Carolina","Northampton",39777,1561,19749,77.7,2021,85,91,"67",83,89,9664,11259,7108,27,12
37133,"North Carolina","Onslow",50645,14046,46841,76.8,2021,24,27,"35",28,24,8163,9698,8525,20,7
37135,"North Carolina","Orange",74314,10958,38176,82.3,2021,2,1,"2",1,2,4756,9984,4358,14,8
37139,"North Carolina","Pasquotank",51245,3190,16801,76.1,2021,48,55,"46",32,59,8830,9159,9385,21,9
37141,"North Carolina","Pender",60405,5714,35902,77.3,2021,35,33,"47",47,29,8870,13885,8236,18,9
37145,"North Carolina","Person",54553,3295,29804,76,2021,73,53,"76",30,54,10004,13964,8753,22,10
37147,"North Carolina","Pitt",52961,16147,42770,78.4,2021,39,34,"29",13,51,7935,11458,5971,20,10
37151,"North Carolina","Randolph",50129,16775,79725,75.6,2021,52,49,"71",72,46,9898,14335,10529,21,8
37153,"North Carolina","Richmond",40518,4375,21235,73.9,2021,93,96,"87",70,94,10824,13363,10255,27,12
37155,"North Carolina","Robeson",36366,17864,84007,72.8,2021,100,100,"99",100,99,13450,15425,12766,31,12
37157,"North Carolina","Rockingham",44686,8696,58007,75.5,2021,75,71,"78",79,71,10030,13062,9645,22,9
37159,"North Carolina","Rowan",52051,13801,53741,75.4,2021,60,51,"65",48,50,9636,12104,9989,21,10
37161,"North Carolina","Rutherford",44547,6496,41392,76.2,2021,50,67,"53",59,69,9033,12180,8871,22,9
37163,"North Carolina","Sampson",45997,8645,53893,76.4,2021,67,80,"54",95,64,9038,9672,9717,27,9
37165,"North Carolina","Scotland",39197,3381,17497,74.6,2021,96,99,"95",73,100,11691,14000,9952,28,14
37167,"North Carolina","Stanly",58303,5646,41024,75.5,2021,68,36,"80",58,27,10175,11703,10233,20,10
37179,"North Carolina","Union",86138,21672,54931,80.1,2021,3,7,"3",31,3,5403,8615,5285,16,7
37181,"North Carolina","Vance",40450,4213,24564,73.8,2021,99,95,"98",85,95,13172,15607,12659,27,12
37183,"North Carolina","Wake",84377,81522,54973,81.8,2021,1,2,"1",4,1,4667,7472,4086,14,8
37185,"North Carolina","Warren",37027,2048,20972,77.9,2021,80,94,"57",97,91,9176,10047,6955,26,12
37191,"North Carolina","Wayne",45634,13568,56902,75.8,2021,64,70,"66",77,65,9643,12552,8792,24,9
37193,"North Carolina","Wilkes",45250,7387,50473,76.7,2021,72,66,"62",57,57,9317,16649,9371,23,10
37195,"North Carolina","Wilson",42414,8609,31406,75.6,2021,83,84,"72",82,90,9941,12587,8721,25,11
38017,"North Dakota","Cass",63977,9498,15629,80.8,2021,5,2,"5",7,4,5590,6568,5224,13,7
39003,"Ohio","Allen",58271,4740,27530,76.9,2021,57,43,"39",47,43,8211,10889,7972,19,9
39007,"Ohio","Ashtabula",47388,5817,47063,75.2,2021,73,82,"72",78,76,10033,13166,10175,23,8
39017,"Ohio","Butler",68611,18513,34394,76.7,2021,47,27,"60",26,37,9226,10692,9536,17,8
39023,"Ohio","Clark",50832,7500,32654,74.2,2021,79,66,"83",56,65,11727,17883,11466,21,9
39025,"Ohio","Clermont",68724,9946,44834,77.9,2021,25,24,"37",27,23,8020,9122,8145,17,7
39035,"Ohio","Cuyahoga",52503,64175,7447,77,2021,67,53,"56",10,72,8939,13007,7377,19,11
39041,"Ohio","Delaware",110252,6450,33641,82.3,2021,1,1,"1",1,1,4186,6263,4277,12,6
39043,"Ohio","Erie",60790,3087,20409,76.8,2021,45,35,"52",24,46,8799,11770,8720,18,8
39045,"Ohio","Fairfield",71782,6823,50734,78,2021,13,17,"12",21,16,7039,5863,7278,16,8
39049,"Ohio","Franklin",64648,86703,15753,77.2,2021,38,18,"42",8,40,8285,12047,7628,16,9
39057,"Ohio","Greene",69709,7118,24090,78.9,2021,11,7,"11",15,15,6822,7759,6917,16,7
39061,"Ohio","Hamilton",60251,40518,17908,76.6,2021,55,28,"58",2,52,9110,13146,7915,18,9
39081,"Ohio","Jefferson",47652,2916,27174,74.8,2021,70,74,"77",68,70,10642,28639,9542,20,9
39085,"Ohio","Lake",65040,11164,15020,78.5,2021,12,12,"16",25,21,7239,8761,7403,16,7
39089,"Ohio","Licking",66321,8522,59151,77.6,2021,15,20,"15",28,19,7203,6340,7438,17,8
39093,"Ohio","Lorain",59201,15195,35373,77.7,2021,34,33,"35",40,49,7932,13054,7519,18,8
39095,"Ohio","Lucas",49924,26505,20589,75.6,2021,72,69,"69",32,81,9889,14340,9029,20,10
39099,"Ohio","Mahoning",48018,10353,36202,76.4,2021,71,58,"61",20,79,9341,16949,7982,20,11
39101,"Ohio","Marion",51479,2912,20117,75.2,2021,74,67,"73",57,58,10216,7681,10783,22,9
39109,"Ohio","Miami",63524,5378,31570,77.8,2021,14,21,"22",41,17,7500,12427,7578,17,6
39113,"Ohio","Montgomery",54704,29449,23179,74.9,2021,78,48,"80",22,63,11171,15069,10415,20,9
39119,"Ohio","Muskingum",52105,4533,40483,75.7,2021,65,56,"65",31,57,9620,12966,9523,21,8
39133,"Ohio","Portage",57439,8235,52967,78,2021,23,16,"14",34,29,7185,8637,7265,17,8
39139,"Ohio","Richland",51883,6221,39900,75.9,2021,62,64,"67",53,54,9760,11809,9859,21,8
39141,"Ohio","Ross",54728,3845,45801,75.3,2021,77,49,"64",7,61,9606,7032,9925,22,9
39143,"Ohio","Sandusky",58415,2553,26903,76.5,2021,42,25,"51",13,35,8730,16158,8917,19,7
39151,"Ohio","Stark",55623,20476,50817,77,2021,50,44,"43",16,45,8372,12475,8150,19,8
39153,"Ohio","Summit",57753,28054,21003,77.2,2021,44,32,"47",9,47,8522,13454,7725,17,9
39155,"Ohio","Trumbull",47966,10690,57359,75.5,2021,76,77,"76",55,82,10571,15875,10066,21,9
39165,"Ohio","Warren",91645,8690,36724,79.3,2021,6,2,"10",3,5,5921,6661,6235,14,7
40017,"Oklahoma","Canadian",75111,13644,26006,78.4,2021,1,2,"2",4,6,6733,7129,6852,17,7
40019,"Oklahoma","Carter",51895,6619,26669,74.7,2021,41,40,"30",29,39,9817,8943,9835,22,9
40027,"Oklahoma","Cleveland",64706,27075,43181,78.7,2021,5,1,"4",3,2,7056,7436,7317,17,7
40031,"Oklahoma","Comanche",51184,11326,27041,76.3,2021,25,30,"20",5,44,8947,10650,8636,22,8
40037,"Oklahoma","Creek",54737,7605,37743,75,2021,37,36,"40",33,37,10328,13815,9779,22,8
40089,"Oklahoma","McCurtain",40803,4796,22958,73.5,2021,71,74,"70",66,76,12692,22007,11770,28,8
40101,"Oklahoma","Muskogee",43392,8765,29189,73,2021,60,65,"61",41,69,11630,12346,11092,25,8
40109,"Oklahoma","Oklahoma",56272,98312,45097,76.1,2021,23,14,"18",2,31,8819,12642,8405,21,9
40111,"Oklahoma","Okmulgee",41725,4432,19454,73,2021,67,63,"69",48,62,12598,17870,11882,25,8
40143,"Oklahoma","Tulsa",57668,74588,28839,76.8,2021,16,16,"12",1,27,8484,13993,7871,20,8
41005,"Oregon","Clackamas",80539,20404,67974,81.1,2021,4,4,"5",3,3,5053,4972,5309,15,6
41039,"Oregon","Lane",57212,25708,61631,79.1,2021,16,10,"13",14,12,6433,9543,6592,18,7
41047,"Oregon","Marion",64058,26106,41289,79.7,2021,10,19,"8",23,16,5880,5360,6514,21,6
41051,"Oregon","Multnomah",72469,51361,9870,79.7,2021,7,5,"9",5,9,5903,10893,5828,17,7
41067,"Oregon","Washington",85665,34293,29611,82.7,2021,2,2,"2",7,2,4069,5474,4318,15,6
42003,"Pennsylvania","Allegheny",64799,42145,30416,78.1,2021,24,10,"39",14,15,7750,13993,6872,16,8
42007,"Pennsylvania","Beaver",60323,5537,44046,76.9,2021,45,21,"55",22,21,8676,15069,8156,17,7
42011,"Pennsylvania","Berks",67418,21320,97660,79.3,2021,17,31,"15",31,38,6683,10049,6465,19,8
42013,"Pennsylvania","Blair",51004,5049,29778,77.1,2021,39,38,"47",47,32,8038,11877,7994,18,7
42017,"Pennsylvania","Bucks",93587,23135,55207,79.9,2021,5,5,"11",5,6,6261,7368,6566,13,8
42021,"Pennsylvania","Cambria",48798,4500,45986,76.1,2021,62,47,"62",50,55,9711,19857,9371,19,9
42029,"Pennsylvania","Chester",102233,20360,66235,81.4,2021,1,2,"3",10,1,5038,9167,5166,13,7
42041,"Pennsylvania","Cumberland",75269,9338,52208,80,2021,6,4,"8",4,4,5925,6728,6172,15,7
