"FIPS","State","County","YPLL_Rate","YPLL_Black","YPLL_White","Percent_Poor_Health","Percent_Low_Birthweight"
54003,"West Virginia","Berkeley",9597,11336,9840,20,8
54011,"West Virginia","Cabell",15438,20492,15372,23,11
54037,"West Virginia","Jefferson",7325,9687,7274,19,8
54039,"West Virginia","Kanawha",12673,15475,12703,22,11
54055,"West Virginia","Mercer",13072,16361,13128,27,11
54081,"West Virginia","Raleigh",13810,13398,13904,24,10
55009,"Wisconsin","Brown",5698,14294,5287,15,7
55025,"Wisconsin","Dane",4681,10895,4484,12,7
55059,"Wisconsin","Kenosha",6805,13086,6588,16,8
55063,"Wisconsin","La Crosse",5896,18519,5677,14,7
55079,"Wisconsin","Milwaukee",8922,14648,7083,20,10
55087,"Wisconsin","Outagamie",5347,12224,4986,14,7
55101,"Wisconsin","Racine",7062,14579,6061,16,8
55105,"Wisconsin","Rock",7355,13280,7330,17,8
55133,"Wisconsin","Waukesha",4778,8424,4816,11,6
55139,"Wisconsin","Winnebago",5832,8694,5699,15,7
